序号,子集,掉落种类,物品id,说明,最小数量,最大数量,权重,备注
438,54000026,道具制作,14003,能量源石,1,1,2727,
439,54000026,道具制作,14004,六棱冰晶,1,1,2727,
440,54000026,道具制作,14005,微热的蘑菇,1,1,2727,
441,54000026,道具制作,14006,空气结晶,1,1,2727,
442,54000026,道具制作,14007,烈焰草,1,1,2727,
443,54000026,道具制作,14008,剧毒粘液,1,1,2727,
444,54000026,道具制作,14009,驱魔粉末,1,1,2727,
445,54000026,道具制作,14010,毒蝎断尾,1,1,2727,
446,54000027,道具,30000,回城卷,1,1,5000,
447,54000027,道具,30001,宝石,1,1,5000,
448,55000001,万能通用,15000,制作装备、强化装备的万用材料,1,5,15000,
449,55000001,万能通用,15001,制作装备、强化装备的万用材料,1,5,15000,
450,56000001,胸甲,40039,1-3阶白,1,1,7,
451,56000001,胸甲,40040,1-3阶白,1,1,74,
452,56000001,胸甲,40041,1-3阶白,1,1,74,
453,56000001,胸甲,40042,1-3阶白,1,1,74,
454,56000001,鞋子,40043,1-3阶白,1,1,74,
455,56000001,鞋子,40044,1-3阶白,1,1,74,
456,56000001,鞋子,40045,1-3阶白,1,1,74,
457,56000001,鞋子,40046,1-3阶白,1,1,74,
458,56000001,项链,40047,1-3阶白,1,1,20,
459,56000001,项链,40048,1-3阶白,1,1,20,
460,56000001,项链,40049,1-3阶白,1,1,20,
461,56000001,项链,40050,1-3阶白,1,1,20,
462,56000001,项链,40051,1-3阶白,1,1,20,
463,56000001,项链,40052,1-3阶白,1,1,20,
464,56000001,项链,40053,1-3阶白,1,1,20,
465,56000001,项链,40054,1-3阶白,1,1,20,
466,56000001,项链,40055,1-3阶白,1,1,20,
467,56000001,项链,40056,1-3阶白,1,1,20,
468,56000001,项链,40057,1-3阶白,1,1,20,
469,56000001,项链,40058,1-3阶白,1,1,20,
470,56000001,项链,40059,1-3阶白,1,1,20,
471,56000001,项链,40060,1-3阶白,1,1,20,
472,56000001,项链,40061,1-3阶白,1,1,20,
473,56000001,头盔,40062,1-3阶白,1,1,25,
474,56000001,头盔,40063,1-3阶白,1,1,25,
475,56000001,头盔,40064,1-3阶白,1,1,25,
476,56000001,头盔,40065,1-3阶白,1,1,25,
477,56000001,头盔,40066,1-3阶白,1,1,25,
478,56000001,头盔,40067,1-3阶白,1,1,25,
479,56000001,头盔,40068,1-3阶白,1,1,25,
480,56000001,头盔,40069,1-3阶白,1,1,25,
481,56000001,头盔,40070,1-3阶白,1,1,25,
482,56000001,头盔,40071,1-3阶白,1,1,25,
483,56000001,头盔,40072,1-3阶白,1,1,25,
484,56000001,头盔,40073,1-3阶白,1,1,25,
485,56000001,手腕,40074,1-3阶白,1,1,33,
486,56000001,手腕,40075,1-3阶白,1,1,33,
487,56000001,手腕,40076,1-3阶白,1,1,33,
488,56000001,手腕,40077,1-3阶白,1,1,33,
489,56000001,手腕,40078,1-3阶白,1,1,33,
490,56000001,手腕,40079,1-3阶白,1,1,33,
491,56000001,手腕,40080,1-3阶白,1,1,33,
492,56000001,手腕,40081,1-3阶白,1,1,33,
493,56000001,手腕,40082,1-3阶白,1,1,33,
494,56000001,戒指,40083,1-3阶白,1,1,25,
495,56000001,戒指,40084,1-3阶白,1,1,25,
496,56000001,戒指,40085,1-3阶白,1,1,25,
497,56000001,戒指,40086,1-3阶白,1,1,25,
498,56000001,戒指,40087,1-3阶白,1,1,25,
499,56000001,戒指,40088,1-3阶白,1,1,25,
500,56000001,戒指,40089,1-3阶白,1,1,25,
501,56000001,戒指,40090,1-3阶白,1,1,25,
502,56000001,戒指,40091,1-3阶白,1,1,25,
503,56000001,戒指,40092,1-3阶白,1,1,25,
504,56000001,戒指,40093,1-3阶白,1,1,25,
505,56000001,戒指,40094,1-3阶白,1,1,25,
506,56000001,肩甲,40095,1-3阶白,1,1,20,
507,56000001,肩甲,40096,1-3阶白,1,1,20,
508,56000001,肩甲,40097,1-3阶白,1,1,20,
509,56000001,肩甲,40098,1-3阶白,1,1,20,
510,56000001,肩甲,40099,1-3阶白,1,1,20,
511,56000001,肩甲,40100,1-3阶白,1,1,20,
512,56000001,肩甲,40101,1-3阶白,1,1,20,
513,56000001,肩甲,40102,1-3阶白,1,1,20,
514,56000001,肩甲,40103,1-3阶白,1,1,20,
515,56000001,肩甲,40104,1-3阶白,1,1,20,
516,56000001,肩甲,40105,1-3阶白,1,1,20,
517,56000001,肩甲,40106,1-3阶白,1,1,20,
518,56000001,肩甲,40107,1-3阶白,1,1,20,
519,56000001,肩甲,40108,1-3阶白,1,1,20,
520,56000001,肩甲,40109,1-3阶白,1,1,20,
521,56000001,火把,40110,1-3阶白,1,1,20,
522,56000001,火把,40111,1-3阶白,1,1,20,
523,56000001,火把,40112,1-3阶白,1,1,20,
524,56000001,火把,40113,1-3阶白,1,1,20,
525,56000001,火把,40114,1-3阶白,1,1,20,
526,56000001,火把,40115,1-3阶白,1,1,20,
527,56000001,火把,40116,1-3阶白,1,1,20,
528,56000001,火把,40117,1-3阶白,1,1,20,
529,56000001,火把,40118,1-3阶白,1,1,20,
530,56000001,火把,40119,1-3阶白,1,1,20,
531,56000001,火把,40120,1-3阶白,1,1,20,
532,56000001,火把,40121,1-3阶白,1,1,20,
533,56000001,火把,40122,1-3阶白,1,1,20,
534,56000001,火把,40123,1-3阶白,1,1,20,
535,56000001,火把,40124,1-3阶白,1,1,20,
536,56000001,斧子,40125,1-3阶白,1,1,4,
537,56000001,斧子,40126,1-3阶白,1,1,4,
538,56000001,斧子,40127,1-3阶白,1,1,4,
539,56000001,斧子,40128,1-3阶白,1,1,4,
540,56000001,斧子,40129,1-3阶白,1,1,4,
541,56000001,斧子,40130,1-3阶白,1,1,4,
542,56000001,斧子,40131,1-3阶白,1,1,4,
543,56000001,斧子,40132,1-3阶白,1,1,4,
544,56000001,斧子,40133,1-3阶白,1,1,4,
545,56000001,斧子,40134,1-3阶白,1,1,4,
546,56000001,斧子,40135,1-3阶白,1,1,4,
547,56000001,斧子,40136,1-3阶白,1,1,4,
548,56000001,斧子,40137,1-3阶白,1,1,4,
549,56000001,斧子,40138,1-3阶白,1,1,4,
550,56000001,斧子,40139,1-3阶白,1,1,4,
551,56000001,法杖,40140,1-3阶白,1,1,4,
552,56000001,法杖,40141,1-3阶白,1,1,4,
553,56000001,法杖,40142,1-3阶白,1,1,4,
554,56000001,法杖,40143,1-3阶白,1,1,4,
555,56000001,法杖,40144,1-3阶白,1,1,4,
556,56000001,法杖,40145,1-3阶白,1,1,4,
557,56000001,法杖,40146,1-3阶白,1,1,4,
558,56000001,法杖,40147,1-3阶白,1,1,4,
559,56000001,法杖,40148,1-3阶白,1,1,4,
560,56000001,法杖,40149,1-3阶白,1,1,4,
561,56000001,法杖,40150,1-3阶白,1,1,4,
562,56000001,法杖,40151,1-3阶白,1,1,4,
563,56000001,法杖,40152,1-3阶白,1,1,4,
564,56000001,法杖,40153,1-3阶白,1,1,4,
565,56000001,法杖,40154,1-3阶白,1,1,4,
566,56000001,短剑,40155,1-3阶白,1,1,4,
567,56000001,短剑,40156,1-3阶白,1,1,4,
568,56000001,短剑,40157,1-3阶白,1,1,4,
569,56000001,短剑,40158,1-3阶白,1,1,4,
570,56000001,短剑,40159,1-3阶白,1,1,4,
571,56000001,短剑,40160,1-3阶白,1,1,4,
572,56000001,短剑,40161,1-3阶白,1,1,4,
573,56000001,短剑,40162,1-3阶白,1,1,4,
574,56000001,短剑,40163,1-3阶白,1,1,4,
575,56000001,短剑,40164,1-3阶白,1,1,4,
576,56000001,短剑,40165,1-3阶白,1,1,4,
577,56000001,短剑,40166,1-3阶白,1,1,4,
578,56000001,短剑,40167,1-3阶白,1,1,4,
579,56000001,短剑,40168,1-3阶白,1,1,4,
580,56000001,短剑,40169,1-3阶白,1,1,4,
581,56000001,大剑,40170,1-3阶白,1,1,4,
582,56000001,大剑,40171,1-3阶白,1,1,4,
583,56000001,大剑,40172,1-3阶白,1,1,4,
584,56000001,大剑,40173,1-3阶白,1,1,4,
585,56000001,大剑,40174,1-3阶白,1,1,4,
586,56000001,大剑,40175,1-3阶白,1,1,4,
587,56000001,大剑,40176,1-3阶白,1,1,4,
588,56000001,大剑,40177,1-3阶白,1,1,4,
589,56000001,大剑,40178,1-3阶白,1,1,4,
590,56000001,大剑,40179,1-3阶白,1,1,4,
591,56000001,大剑,40180,1-3阶白,1,1,4,
592,56000001,大剑,40181,1-3阶白,1,1,4,
593,56000001,大剑,40182,1-3阶白,1,1,4,
594,56000001,大剑,40183,1-3阶白,1,1,4,
595,56000001,大剑,40184,1-3阶白,1,1,4,
596,56000001,锤子,40185,1-3阶白,1,1,4,
597,56000001,锤子,40186,1-3阶白,1,1,4,
598,56000001,锤子,40187,1-3阶白,1,1,4,
599,56000001,锤子,40188,1-3阶白,1,1,4,
600,56000001,锤子,40189,1-3阶白,1,1,4,
601,56000001,锤子,40190,1-3阶白,1,1,4,
602,56000001,锤子,40191,1-3阶白,1,1,4,
603,56000001,锤子,40192,1-3阶白,1,1,4,
604,56000001,锤子,40193,1-3阶白,1,1,4,
605,56000001,锤子,40194,1-3阶白,1,1,4,
606,56000001,锤子,40195,1-3阶白,1,1,4,
607,56000001,锤子,40196,1-3阶白,1,1,4,
608,56000001,锤子,40197,1-3阶白,1,1,4,
609,56000001,锤子,40198,1-3阶白,1,1,4,
610,56000001,锤子,40199,1-3阶白,1,1,4,
611,56000001,胸甲,40200,1-3阶白,1,1,74,
612,56000001,胸甲,40201,1-3阶白,1,1,74,
613,56000001,胸甲,40202,1-3阶白,1,1,74,
614,56000001,胸甲,40203,1-3阶白,1,1,74,
615,56000001,鞋子,40204,1-3阶白,1,1,74,
616,56000001,鞋子,40205,1-3阶白,1,1,74,
617,56000001,鞋子,40206,1-3阶白,1,1,74,
618,56000001,鞋子,40207,1-3阶白,1,1,74,
619,56000001,项链,40208,1-3阶白,1,1,20,
620,56000001,项链,40209,1-3阶白,1,1,20,
621,56000001,项链,40210,1-3阶白,1,1,20,
622,56000001,项链,40211,1-3阶白,1,1,20,
623,56000001,项链,40212,1-3阶白,1,1,20,
624,56000001,项链,40213,1-3阶白,1,1,20,
625,56000001,项链,40214,1-3阶白,1,1,20,
626,56000001,项链,40215,1-3阶白,1,1,20,
627,56000001,项链,40216,1-3阶白,1,1,20,
628,56000001,项链,40217,1-3阶白,1,1,20,
629,56000001,项链,40218,1-3阶白,1,1,20,
630,56000001,项链,40219,1-3阶白,1,1,20,
631,56000001,项链,40220,1-3阶白,1,1,20,
632,56000001,项链,40221,1-3阶白,1,1,20,
633,56000001,项链,40222,1-3阶白,1,1,20,
634,56000001,头盔,40223,1-3阶白,1,1,25,
635,56000001,头盔,40224,1-3阶白,1,1,25,
636,56000001,头盔,40225,1-3阶白,1,1,25,
637,56000001,头盔,40226,1-3阶白,1,1,25,
638,56000001,头盔,40227,1-3阶白,1,1,25,
639,56000001,头盔,40228,1-3阶白,1,1,25,
640,56000001,头盔,40229,1-3阶白,1,1,25,
641,56000001,头盔,40230,1-3阶白,1,1,25,
642,56000001,头盔,40231,1-3阶白,1,1,25,
643,56000001,头盔,40232,1-3阶白,1,1,25,
644,56000001,头盔,40233,1-3阶白,1,1,25,
645,56000001,头盔,40234,1-3阶白,1,1,25,
646,56000001,手腕,40235,1-3阶白,1,1,33,
647,56000001,手腕,40236,1-3阶白,1,1,33,
648,56000001,手腕,40237,1-3阶白,1,1,33,
649,56000001,手腕,40238,1-3阶白,1,1,33,
650,56000001,手腕,40239,1-3阶白,1,1,33,
651,56000001,手腕,40240,1-3阶白,1,1,33,
652,56000001,手腕,40241,1-3阶白,1,1,33,
653,56000001,手腕,40242,1-3阶白,1,1,33,
654,56000001,手腕,40243,1-3阶白,1,1,33,
655,56000001,戒指,40244,1-3阶白,1,1,25,
656,56000001,戒指,40245,1-3阶白,1,1,25,
657,56000001,戒指,40246,1-3阶白,1,1,25,
658,56000001,戒指,40247,1-3阶白,1,1,25,
659,56000001,戒指,40248,1-3阶白,1,1,25,
660,56000001,戒指,40249,1-3阶白,1,1,25,
661,56000001,戒指,40250,1-3阶白,1,1,25,
662,56000001,戒指,40251,1-3阶白,1,1,25,
663,56000001,戒指,40252,1-3阶白,1,1,25,
664,56000001,戒指,40253,1-3阶白,1,1,25,
665,56000001,戒指,40254,1-3阶白,1,1,25,
666,56000001,戒指,40255,1-3阶白,1,1,25,
667,56000001,肩甲,40256,1-3阶白,1,1,20,
668,56000001,肩甲,40257,1-3阶白,1,1,20,
669,56000001,肩甲,40258,1-3阶白,1,1,20,
670,56000001,肩甲,40259,1-3阶白,1,1,20,
671,56000001,肩甲,40260,1-3阶白,1,1,20,
672,56000001,肩甲,40261,1-3阶白,1,1,20,
673,56000001,肩甲,40262,1-3阶白,1,1,20,
674,56000001,肩甲,40263,1-3阶白,1,1,20,
675,56000001,肩甲,40264,1-3阶白,1,1,20,
676,56000001,肩甲,40265,1-3阶白,1,1,20,
677,56000001,肩甲,40266,1-3阶白,1,1,20,
678,56000001,肩甲,40267,1-3阶白,1,1,20,
679,56000001,肩甲,40268,1-3阶白,1,1,20,
680,56000001,肩甲,40269,1-3阶白,1,1,20,
681,56000001,肩甲,40270,1-3阶白,1,1,20,
682,56000001,火把,40271,1-3阶白,1,1,20,
683,56000001,火把,40272,1-3阶白,1,1,20,
684,56000001,火把,40273,1-3阶白,1,1,20,
685,56000001,火把,40274,1-3阶白,1,1,20,
686,56000001,火把,40275,1-3阶白,1,1,20,
687,56000001,火把,40276,1-3阶白,1,1,20,
688,56000001,火把,40277,1-3阶白,1,1,20,
689,56000001,火把,40278,1-3阶白,1,1,20,
690,56000001,火把,40279,1-3阶白,1,1,20,
691,56000001,火把,40280,1-3阶白,1,1,20,
692,56000001,火把,40281,1-3阶白,1,1,20,
693,56000001,火把,40282,1-3阶白,1,1,20,
694,56000001,火把,40283,1-3阶白,1,1,20,
695,56000001,火把,40284,1-3阶白,1,1,20,
696,56000001,火把,40285,1-3阶白,1,1,20,
697,56000001,斧子,40286,1-3阶白,1,1,4,
698,56000001,斧子,40287,1-3阶白,1,1,4,
699,56000001,斧子,40288,1-3阶白,1,1,4,
700,56000001,斧子,40289,1-3阶白,1,1,4,
701,56000001,斧子,40290,1-3阶白,1,1,4,
702,56000001,斧子,40291,1-3阶白,1,1,4,
703,56000001,斧子,40292,1-3阶白,1,1,4,
704,56000001,斧子,40293,1-3阶白,1,1,4,
705,56000001,斧子,40294,1-3阶白,1,1,4,
706,56000001,斧子,40295,1-3阶白,1,1,4,
707,56000001,斧子,40296,1-3阶白,1,1,4,
708,56000001,斧子,40297,1-3阶白,1,1,4,
709,56000001,斧子,40298,1-3阶白,1,1,4,
710,56000001,斧子,40299,1-3阶白,1,1,4,
711,56000001,斧子,40300,1-3阶白,1,1,4,
712,56000001,法杖,40301,1-3阶白,1,1,4,
713,56000001,法杖,40302,1-3阶白,1,1,4,
714,56000001,法杖,40303,1-3阶白,1,1,4,
715,56000001,法杖,40304,1-3阶白,1,1,4,
716,56000001,法杖,40305,1-3阶白,1,1,4,
717,56000001,法杖,40306,1-3阶白,1,1,4,
718,56000001,法杖,40307,1-3阶白,1,1,4,
719,56000001,法杖,40308,1-3阶白,1,1,4,
720,56000001,法杖,40309,1-3阶白,1,1,4,
721,56000001,法杖,40310,1-3阶白,1,1,4,
722,56000001,法杖,40311,1-3阶白,1,1,4,
723,56000001,法杖,40312,1-3阶白,1,1,4,
724,56000001,法杖,40313,1-3阶白,1,1,4,
725,56000001,法杖,40314,1-3阶白,1,1,4,
726,56000001,法杖,40315,1-3阶白,1,1,4,
727,56000001,短剑,40316,1-3阶白,1,1,4,
728,56000001,短剑,40317,1-3阶白,1,1,4,
729,56000001,短剑,40318,1-3阶白,1,1,4,
730,56000001,短剑,40319,1-3阶白,1,1,4,
731,56000001,短剑,40320,1-3阶白,1,1,4,
732,56000001,短剑,40321,1-3阶白,1,1,4,
733,56000001,短剑,40322,1-3阶白,1,1,4,
734,56000001,短剑,40323,1-3阶白,1,1,4,
735,56000001,短剑,40324,1-3阶白,1,1,4,
736,56000001,短剑,40325,1-3阶白,1,1,4,
737,56000001,短剑,40326,1-3阶白,1,1,4,
738,56000001,短剑,40327,1-3阶白,1,1,4,
739,56000001,短剑,40328,1-3阶白,1,1,4,
740,56000001,短剑,40329,1-3阶白,1,1,4,
741,56000001,短剑,40330,1-3阶白,1,1,4,
742,56000001,大剑,40331,1-3阶白,1,1,4,
743,56000001,大剑,40332,1-3阶白,1,1,4,
744,56000001,大剑,40333,1-3阶白,1,1,4,
745,56000001,大剑,40334,1-3阶白,1,1,4,
746,56000001,大剑,40335,1-3阶白,1,1,4,
747,56000001,大剑,40336,1-3阶白,1,1,4,
748,56000001,大剑,40337,1-3阶白,1,1,4,
749,56000001,大剑,40338,1-3阶白,1,1,4,
750,56000001,大剑,40339,1-3阶白,1,1,4,
751,56000001,大剑,40340,1-3阶白,1,1,4,
752,56000001,大剑,40341,1-3阶白,1,1,4,
753,56000001,大剑,40342,1-3阶白,1,1,4,
754,56000001,大剑,40343,1-3阶白,1,1,4,
755,56000001,大剑,40344,1-3阶白,1,1,4,
756,56000001,大剑,40345,1-3阶白,1,1,4,
757,56000001,锤子,40346,1-3阶白,1,1,4,
758,56000001,锤子,40347,1-3阶白,1,1,4,
759,56000001,锤子,40348,1-3阶白,1,1,4,
760,56000001,锤子,40349,1-3阶白,1,1,4,
761,56000001,锤子,40350,1-3阶白,1,1,4,
762,56000001,锤子,40351,1-3阶白,1,1,4,
763,56000001,锤子,40352,1-3阶白,1,1,4,
764,56000001,锤子,40353,1-3阶白,1,1,4,
765,56000001,锤子,40354,1-3阶白,1,1,4,
766,56000001,锤子,40355,1-3阶白,1,1,4,
767,56000001,锤子,40356,1-3阶白,1,1,4,
768,56000001,锤子,40357,1-3阶白,1,1,4,
769,56000001,锤子,40358,1-3阶白,1,1,4,
770,56000001,锤子,40359,1-3阶白,1,1,4,
771,56000001,锤子,40360,1-3阶白,1,1,4,
772,56000001,胸甲,40361,1-3阶白,1,1,74,
773,56000001,胸甲,40362,1-3阶白,1,1,74,
774,56000001,胸甲,40363,1-3阶白,1,1,74,
775,56000001,胸甲,40364,1-3阶白,1,1,74,
776,56000001,鞋子,40365,1-3阶白,1,1,74,
777,56000001,鞋子,40366,1-3阶白,1,1,74,
778,56000001,鞋子,40367,1-3阶白,1,1,74,
779,56000001,鞋子,40368,1-3阶白,1,1,74,
780,56000001,项链,40369,1-3阶白,1,1,20,
781,56000001,项链,40370,1-3阶白,1,1,20,
782,56000001,项链,40371,1-3阶白,1,1,20,
783,56000001,项链,40372,1-3阶白,1,1,20,
784,56000001,项链,40373,1-3阶白,1,1,20,
785,56000001,项链,40374,1-3阶白,1,1,20,
786,56000001,项链,40375,1-3阶白,1,1,20,
787,56000001,项链,40376,1-3阶白,1,1,20,
788,56000001,项链,40377,1-3阶白,1,1,20,
789,56000001,项链,40378,1-3阶白,1,1,20,
790,56000001,项链,40379,1-3阶白,1,1,20,
791,56000001,项链,40380,1-3阶白,1,1,20,
792,56000001,项链,40381,1-3阶白,1,1,20,
793,56000001,项链,40382,1-3阶白,1,1,20,
794,56000001,项链,40383,1-3阶白,1,1,20,
795,56000001,头盔,40384,1-3阶白,1,1,25,
796,56000001,头盔,40385,1-3阶白,1,1,25,
797,56000001,头盔,40386,1-3阶白,1,1,25,
798,56000001,头盔,40387,1-3阶白,1,1,25,
799,56000001,头盔,40388,1-3阶白,1,1,25,
800,56000001,头盔,40389,1-3阶白,1,1,25,
801,56000001,头盔,40390,1-3阶白,1,1,25,
802,56000001,头盔,40391,1-3阶白,1,1,25,
803,56000001,头盔,40392,1-3阶白,1,1,25,
804,56000001,头盔,40393,1-3阶白,1,1,25,
805,56000001,头盔,40394,1-3阶白,1,1,25,
806,56000001,头盔,40395,1-3阶白,1,1,25,
807,56000001,手腕,40396,1-3阶白,1,1,33,
808,56000001,手腕,40397,1-3阶白,1,1,33,
809,56000001,手腕,40398,1-3阶白,1,1,33,
810,56000001,手腕,40399,1-3阶白,1,1,33,
811,56000001,手腕,40400,1-3阶白,1,1,33,
812,56000001,手腕,40401,1-3阶白,1,1,33,
813,56000001,手腕,40402,1-3阶白,1,1,33,
814,56000001,手腕,40403,1-3阶白,1,1,33,
815,56000001,手腕,40404,1-3阶白,1,1,33,
816,56000001,戒指,40405,1-3阶白,1,1,25,
817,56000001,戒指,40406,1-3阶白,1,1,25,
818,56000001,戒指,40407,1-3阶白,1,1,25,
819,56000001,戒指,40408,1-3阶白,1,1,25,
820,56000001,戒指,40409,1-3阶白,1,1,25,
821,56000001,戒指,40410,1-3阶白,1,1,25,
822,56000001,戒指,40411,1-3阶白,1,1,25,
823,56000001,戒指,40412,1-3阶白,1,1,25,
824,56000001,戒指,40413,1-3阶白,1,1,25,
825,56000001,戒指,40414,1-3阶白,1,1,25,
826,56000001,戒指,40415,1-3阶白,1,1,25,
827,56000001,戒指,40416,1-3阶白,1,1,25,
828,56000001,肩甲,40417,1-3阶白,1,1,20,
829,56000001,肩甲,40418,1-3阶白,1,1,20,
830,56000001,肩甲,40419,1-3阶白,1,1,20,
