道具ID,名称,文字描述,品质,图标,图集路径,物品类型,能否叠加,叠加数量,带回城镇,能否被销毁
30035,解毒药剂,使用解毒草炼制，立即解除中毒,2,jiechu_du,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,0,1
30036,壁炉药剂,使用壁炉草炼制，立即解除冰冻,2,jiechu_bing,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,0,1
30037,清凉药剂,使用天池水炼制，立即解除灼烧,2,jiechu_huo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,0,1
30038,圣光药剂,使用圣光能量炼制，立即解除致盲,2,jiechu_guang,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,0,1
30039,愈合药剂,充满愈合之力，立即解除流血,2,jiechu_liuxue,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,0,1
30040,净化药剂,清灵宝石的碎片，解除污染,2,jiechu_an,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,0,1
30041,神王药剂,精灵之王的萃取，解除精灵之火,3,jiechu_jinglingzhihuo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,0,1
30042,沉默药剂,沉默之力，立即解除咆哮,3,jiechu_jiangong,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,0,1
30043,破咒药剂,使用破咒草炼制，立即解除沉默,3,jiechu_chenmo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,0,1
30044,回溯药剂,回到过去，立即解除所有异常,4,mianyi_chenmo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,0,1
30045,剧毒免疫药剂,使用后免疫3次中毒,2,mianyi_an,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30046,冰霜免疫药剂,使用后免疫3次冰冻,2,mianyi_bing,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30047,熔岩免疫药剂,使用后免疫3次灼烧,2,mianyi_huo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30048,致盲免疫药剂,使用后免疫3次致盲,2,mianyi_zhimang,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30049,流血免疫药剂,使用后免疫3次流血,2,mianyi_liuxue,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30050,污染免疫药剂,使用后免疫3次污染,2,mianyi_du,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30051,精灵之火免疫药剂,使用后免疫3次精灵之火,3,mianyi_jinglingzhihuo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30052,咆哮免疫药剂,使用后免疫3次咆哮,3,mianyi_jiangong,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30053,沉默免疫药剂,使用后免疫3次沉默,3,mianyi_chenmo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30054,沉默眩晕药剂,使用后免疫3次眩晕,3,mianyi_xuanyun,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30055,圣光守护,使用后免疫3次所有异常状态,4,mianyi_suoyou,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30056,虫洞药水,使用后传送到下一层的随机位置上,4,daojv_linghunrongqi,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30057,霸者玉石,曾经的霸者的证明，使用后有未知的结果,4,daojv_yushi,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30058,怪物图鉴-地狱三头犬,使用后可以了解地狱双头犬的弱点，提升提升少量对地狱双头犬的伤害,3,jianmianshu_diyusantouquan,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30059,怪物图鉴-恶龙,使用后可以了解恶龙的弱点，提升少量对恶龙的伤害,3,jianmianshu_elong,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30060,怪物图鉴-哥布林,使用后可以了解哥布林的弱点，提升少量对哥布林的伤害,3,jianmianshu_gebulin,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30061,怪物图鉴-骷髅,使用后可以了解骷髅的弱点，提升少量对骷髅的伤害,3,jianmianshu_kulou,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30062,怪物图鉴-食人花,使用后可以了解食人花的弱点，提升少量对食人花的伤害,3,jianmianshu_shirenhua,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30063,怪物图鉴-鬼火,使用后可以了解地狱鬼火的弱点，提升少量对地鬼火的伤害,3,jianmianshu_guihuo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30064,怪物图鉴-牛头人,使用后可以了解牛头人的弱点，提升少量对牛头人的伤害,3,jianmianshu_niutouren,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30065,怪物图鉴-食尸鬼,使用后可以了解食尸鬼的弱点，提升少量对食尸鬼的伤害,3,jianmianshu_shishigui,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30066,怪物图鉴-鹰身女妖,使用后可以了解鹰身女妖的弱点，提升少量对鹰身女妖的伤害,3,jianmianshu_yingshennvyao,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30067,怪物图鉴-史莱姆,使用后可以了解史莱姆的弱点，提升少量对史莱姆的伤害,3,jianmianshu_shilaimu,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30068,怪物图鉴-兽人,使用后可以了解兽人的弱点，提升少量对兽人的伤害,3,jianmianshu_shouren,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30069,怪物图鉴-德鲁伊,使用后可以了解德鲁伊的弱点，提升少量对德鲁伊的伤害,3,jianmianshu_deluyi,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30070,怪物图鉴-美杜莎,使用后可以了解美杜莎的弱点，提升少量对美杜莎的伤害,3,jianmianshu_meidusha,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30071,怪物图鉴-元素,使用后可以了解元素的弱点，提升少量对元素的伤害,3,jianmianshu_yuansu,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30072,怪物图鉴-圣甲虫,使用后可以了解圣甲虫的弱点，提升少量对圣甲虫的伤害,3,jianmianshu_shengjiachong,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30073,怪物图鉴-吸血鬼,使用后可以了解吸血鬼的弱点，提升少量对吸血鬼的伤害,3,jianmianshu_xixuegui,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30074,怪物图鉴-奇美拉,使用后可以了解奇美拉的弱点，提升少量对奇美拉的伤害,3,jianmianshu_qimeila,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30075,怪物图鉴-泰坦,使用后可以了解泰坦的弱点，提升少量对泰坦的伤害,3,jianmianshu_taitan,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30076,地狱三头犬通缉令,使用后可以削弱地狱双头犬的力量,4,tongjiling_diyusantouquan,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30077,恶龙通缉令,使用后可以削弱恶龙的力量,4,tongjiling_elong,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30078,哥布林通缉令,使用后可以削弱哥布林的力量,4,tongjiling_gebulin,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30079,骷髅通缉令,使用后可以削弱骷髅的力量,4,tongjiling_kulou,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30080,食人花通缉令,使用后可以削弱食人花的力量,4,tongjiling_shirenhua,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30081,鬼火通缉令,使用后可以削弱鬼火的力量,4,tongjiling_guihuo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30082,牛头人通缉令,使用后可以削弱牛头人的力量,4,tongjiling_niutouren,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30083,食尸鬼通缉令,使用后可以削弱食尸鬼的力量,4,tongjiling_shishigui,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30084,鹰身女妖通缉令,使用后可以削弱鹰身女妖的力量,4,tongjiling_yingshennvyao,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30085,史莱姆通缉令,使用后可以削弱史莱姆的力量,4,tongjiling_shilaimu,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30086,兽人通缉令,使用后可以削弱兽人的力量,4,tongjiling_shouren,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30087,德鲁伊通缉令,使用后可以削弱德鲁伊的力量,4,tongjiling_deluyi,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30088,美杜莎通缉令,使用后可以削弱美杜莎的力量,4,tongjiling_meidusha,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30089,元素通缉令,使用后可以削弱元素的力量,4,tongjiling_yuansu,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30090,圣甲虫通缉令,使用后可以削弱圣甲虫的力量,4,tongjiling_shengjiachong,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30091,吸血鬼通缉令,使用后可以削弱吸血鬼的力量,4,tongjiling_xixuegui,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30092,奇美拉通缉令,使用后可以削弱奇美拉的力量,4,tongjiling_qimeila,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30093,泰坦通缉令,使用后可以削弱泰坦的力量,4,tongjiling_taitan,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30094,生命骰子,充满未知的红色骰子，蕴含着生命的力量,4,daojv_shaizi_hong,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30095,能量骰子,充满未知的黄色骰子，蕴含着能量的力量,4,daojv_shaizi_huang,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30096,命运骰子,充满未知的骰子，不知道有什么作用,4,daojv_shaizi_lan,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,0,1
30097,回城卷轴,使用可以直接返回城镇（不损失装备材料）,3,daojv_huichengjuanzhou,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30098,全知宝石,微微发光的宝石，使用后可以驱散迷雾,3,daojv_quanlinagbaoshi,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30099,微弱生命药剂,立即恢复500生命,1,drugs_xueping,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30100,小型生命药剂,立即恢复1000生命,1,drugs_xueping1,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30101,中型生命药剂,立即恢复2000生命,1,drugs_xueping2,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30102,大型生命药剂,立即恢复3000生命,1,drugs_xueping3,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30103,巨型生命药剂,立即恢复4000生命,2,drugs_xueping4,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30104,祝福生命药剂,立即恢复5000生命,2,drugs_xueping5,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30105,大师生命药剂,立即恢复7000生命,2,drugs_xueping6,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30106,炼金师生命药剂,立即恢复10000生命,2,drugs_xueping7,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30107,帝国生命药剂,立即恢复13000生命,3,drugs_xueping8,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30108,神圣生命药剂,立即恢复18000生命,3,drugs_xueping9,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30109,十夫长援助胶剂,立即恢复10%最大生命值,2,drugs_xueping10,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30110,百夫长生命药剂,立即恢复30%最大生命值,2,drugs_xueping11,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30111,千夫长生命药剂,立即恢复50%最大生命值,2,drugs_xueping12,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30112,大领主生命药剂,立即恢复100%最大生命值,3,drugs_xueping13,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30113,微弱能量药剂,立即恢复500能量,1,drugs_lanping,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30114,小型能量药剂,立即恢复1000能量,1,drugs_lanping1,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30115,中型能量药剂,立即恢复2000能量,1,drugs_lanping2,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30116,大型能量药剂,立即恢复3000能量,1,drugs_lanping3,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30117,巨型能量药剂,立即恢复4000能量,2,drugs_lanping4,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30118,祝福能量药剂,立即恢复5000能量,2,drugs_lanping5,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30119,大师能量药剂,立即恢复7000能量,2,drugs_lanping6,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30120,炼金师能量药剂,立即恢复10000能量,2,drugs_lanping7,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30121,帝国能量药剂,立即恢复13000能量,3,drugs_lanping8,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30122,神圣能量药剂,立即恢复18000能量,3,drugs_lanping9,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30123,十夫长能量药剂,立即恢复10%最大能量值,2,drugs_lanping10,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30124,百夫长能量药剂,立即恢复30%最大能量值,2,drugs_lanping11,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30125,千夫长能量药剂,立即恢复50%最大能量值,2,drugs_lanping12,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30126,大领主能量药剂,立即恢复100%最大能量值,3,drugs_lanping13,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30127,军粮丸,同时恢复微量生命和能量,2,drugs_1_mianbao,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30128,十夫长的补给,同时恢复少量生命和能量,2,drugs_2_nailao,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30129,百夫长的补给,同时恢复中量生命和能量,2,drugs_3_jitui,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30130,千夫长的补给,同时恢复大量生命和能量,2,drugs_xueping,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30131,乔兹的守护,加血30%加蓝30%，不要给玩家这个东西,3,drugs_4_kaorou,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30132,解毒药剂,使用解毒草炼制，立即解除中毒,2,jiechu_du,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30133,壁炉药剂,使用壁炉草炼制，立即解除冰冻,2,jiechu_bing,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30134,清凉药剂,使用天池水炼制，立即解除灼烧,2,jiechu_huo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30135,圣光药剂,使用圣光能量炼制，立即解除致盲,2,jiechu_guang,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30136,愈合药剂,充满愈合之力，立即解除流血,2,jiechu_liuxue,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30137,净化药剂,清灵宝石的碎片，解除污染,2,jiechu_an,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30138,神王药剂,精灵之王的萃取，解除精灵之火,3,jiechu_jinglingzhihuo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30139,沉默药剂,沉默之力，立即解除咆哮,3,jiechu_jiangong,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30140,破咒药剂,使用破咒草炼制，立即解除沉默,3,jiechu_chenmo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30141,回溯药剂,回到过去，立即解除所有异常,4,mianyi_chenmo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,0,99,1,1
30142,剧毒免疫药剂,使用后免疫3次中毒,2,mianyi_an,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
30143,冰霜免疫药剂,使用后免疫3次冰冻,2,mianyi_bing,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
30144,熔岩免疫药剂,使用后免疫3次灼烧,2,mianyi_huo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
30145,致盲免疫药剂,使用后免疫3次致盲,2,mianyi_zhimang,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
30146,流血免疫药剂,使用后免疫3次流血,2,mianyi_liuxue,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
30147,污染免疫药剂,使用后免疫3次污染,2,mianyi_du,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
30148,精灵之火免疫药剂,使用后免疫3次精灵之火,3,mianyi_jinglingzhihuo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
30149,咆哮免疫药剂,使用后免疫3次咆哮,3,mianyi_jiangong,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
30150,沉默免疫药剂,使用后免疫3次沉默,3,mianyi_chenmo,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
30151,沉默眩晕药剂,使用后免疫3次眩晕,3,mianyi_xuanyun,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
30152,圣光守护,使用后免疫3次所有异常状态,4,mianyi_suoyou,UI/GoodsIconAtlas/GoodsAtlas_ref,3,1,1,1,1
40000,处决之剑,杀戮只是开始,1,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40001,守护骑士长剑,魔法创造世界,5,shouhu_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40002,守护骑士壁垒,没有怜悯,5,shouhu_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40003,守护骑士之冠,来自深渊的恐惧,5,shouhu_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40004,守护骑士铁足,誓死守护不列颠之王,5,shouhu_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40005,守护骑士肩甲,生存还是毁灭这是个问题,5,shouhu_shoulder,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40006,守护骑士护腕,生存还是毁灭这是个问题,5,shouhu_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40007,守护之心,生存还是毁灭这是个问题,5,ring_emerald,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40008,守护之牙,生存还是毁灭这是个问题,5,necklace_tooth,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40009,初心者之刃,永远不要轻视一个弱者的决心,1,arms_sword,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40010,初心者的坚持,永远不要轻视一个弱者的决心,1,shouhu_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40011,熊熊燃烧的火把,生存还是毁灭这是个问题,5,shouhu_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,1,1
40012,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40013,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40014,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40015,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40016,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40017,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40018,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40019,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40020,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40021,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40022,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40023,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40024,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40025,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40026,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40027,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40028,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40029,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40030,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40031,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40032,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40033,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40034,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40035,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40036,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40037,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40038,0,0,1,0,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40039,破旧重甲,破旧的重甲,1,tongyong_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40040,破旧重甲,破旧的重甲,1,tongyong_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40041,破旧重甲,破旧的重甲,1,tongyong_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40042,破旧重甲,破旧的重甲,1,tongyong_breastplate,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40043,破旧长靴,破旧的长靴,1,tongyong_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40044,破旧长靴,破旧的长靴,1,tongyong_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40045,破旧长靴,破旧的长靴,1,tongyong_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40046,破旧长靴,破旧的长靴,1,tongyong_shoes,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40047,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40048,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40049,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40050,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40051,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40052,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40053,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40054,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40055,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40056,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40057,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40058,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40059,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40060,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40061,破旧吊坠,破旧的吊坠,1,necklace_tooth4,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40062,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40063,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40064,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40065,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40066,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40067,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40068,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40069,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40070,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40071,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40072,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40073,破旧头盔,破旧的头盔,1,tongyong_helmet,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40074,破旧臂章,破旧的臂章,1,tongyong_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40075,破旧臂章,破旧的臂章,1,tongyong_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40076,破旧臂章,破旧的臂章,1,tongyong_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40077,破旧臂章,破旧的臂章,1,tongyong_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
40078,破旧臂章,破旧的臂章,1,tongyong_wrist,UI/EquipmentIcon/EquipmentIconAtlasRef,4,1,1,0,1
