ID,装备等级,装备类型,职业需求,装备评分,使用部位,能否带回城镇,套装,强化上限,属性1,属性1增加值,属性2,属性2增加值,属性3,属性3增加值,属性4,属性4增加值,属性5,属性5增加值,属性6,属性6增加值,属性7,属性7增加值,属性8,属性8增加值,额外增加攻击速度,背面插槽,背面贴图,侧面插槽,侧面贴图,正面插槽,正面贴图
40082,1,2,0,59,5,0,0,0,6,1,5,1,16,1,0,2,0,1,24,18,0,0.01,0,0.03,0,hand_right|arm_small_right|arm_small_left,T6_b_hand_right|T6_b_arm_small_right|T6_b_arm_small_left,hand_left|arm_small_left|hand_right|arm_small_right,T6_s_hand_left|T6_s_arm_small_left|T6_s_hand_right|T6_s_arm_small_right,hand_left|arm_small_left|hand_right|arm_small_right,T6_f_hand_left|T6_f_arm_small_left|T6_f_hand_right|T6_f_arm_small_right
40083,1,3,0,82,8,0,0,0,1,2,10,2,25,9,1,3,0,1,0,1,0,1,0,0.02,0,0,0,0,0,0,0
40084,1,3,0,82,8,0,0,0,1,2,9,2,25,9,1,3,0,1,0,1,0,1,0,0.02,0,0,0,0,0,0,0
40085,1,3,0,82,8,0,0,0,1,2,11,2,25,9,1,3,0,1,0,1,0,1,0,0.02,0,0,0,0,0,0,0
40086,1,3,0,88,8,0,0,0,1,2,10,2,25,9,0,3,12,1,0,1,0,1,0,0.02,0,0,0,0,0,0,0
40087,1,3,0,88,8,0,0,0,1,2,9,2,25,9,0,3,12,1,0,1,0,1,0,0.02,0,0,0,0,0,0,0
40088,1,3,0,88,8,0,0,0,1,2,11,2,25,9,0,3,12,1,0,1,0,1,0,0.02,0,0,0,0,0,0,0
40089,1,3,0,100,8,0,0,0,1,2,10,2,25,9,0,3,0,1,20,1,0,1,0,0.02,0,0,0,0,0,0,0
40090,1,3,0,100,8,0,0,0,1,2,9,2,25,9,0,3,0,1,20,1,0,1,0,0.02,0,0,0,0,0,0,0
40091,1,3,0,100,8,0,0,0,1,2,11,2,25,9,0,3,0,1,20,1,0,1,0,0.02,0,0,0,0,0,0,0
40092,1,3,0,88,8,0,0,0,1,2,10,2,25,9,0,3,13,1,0,1,0,1,0,0.02,0,0,0,0,0,0,0
40093,1,3,0,88,8,0,0,0,1,2,9,2,25,9,0,3,13,1,0,1,0,1,0,0.02,0,0,0,0,0,0,0
40094,1,3,0,88,8,0,0,0,1,2,11,2,25,9,0,3,13,1,0,1,0,1,0,0.02,0,0,0,0,0,0,0
40095,1,2,0,45,3,0,0,0,6,1,5,1,15,1,5,1,0,1,0,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40096,1,2,0,45,3,0,0,0,6,1,5,1,14,1,5,1,0,1,0,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40097,1,2,0,45,3,0,0,0,6,1,5,1,16,1,5,1,0,1,0,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40098,1,2,0,50,3,0,0,0,6,1,5,1,15,1,0,1,12,1,0,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40099,1,2,0,50,3,0,0,0,6,1,5,1,14,1,0,1,12,1,0,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40100,1,2,0,50,3,0,0,0,6,1,5,1,16,1,0,1,12,1,0,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40101,1,2,0,50,3,0,0,0,6,1,5,1,15,1,0,1,0,1,17,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40102,1,2,0,50,3,0,0,0,6,1,5,1,14,1,0,1,0,1,17,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40103,1,2,0,50,3,0,0,0,6,1,5,1,16,1,0,1,0,1,17,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40104,1,2,0,50,3,0,0,0,6,1,5,1,15,1,0,1,13,1,0,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40105,1,2,0,50,3,0,0,0,6,1,5,1,14,1,0,1,13,1,0,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40106,1,2,0,50,3,0,0,0,6,1,5,1,16,1,0,1,13,1,0,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40107,1,2,0,50,3,0,0,0,6,1,5,1,15,1,0,1,0,1,18,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40108,1,2,0,50,3,0,0,0,6,1,5,1,14,1,0,1,0,1,18,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40109,1,2,0,50,3,0,0,0,6,1,5,1,16,1,0,1,0,1,18,1,0,1,0,0.02,0,scapula_left|scapula_right,T6_b_scapula_left|T6_b_scapula_right,scapula_left|scapula_right,T6_s_scapula_left|T6_s_scapula_right,scapula_right|scapula_left,T6_f_scapula_right|T6_f_scapula_left
40110,1,2,0,63,9,0,0,0,24,10,10,1,25,2,24,12,0,1,0,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40111,1,2,0,63,9,0,0,0,24,10,9,1,25,2,24,12,0,1,0,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40112,1,2,0,63,9,0,0,0,24,10,11,1,25,2,24,12,0,1,0,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40113,1,2,0,62,9,0,0,0,24,10,10,1,25,2,0,12,12,1,0,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40114,1,2,0,62,9,0,0,0,24,10,9,1,25,2,0,12,12,1,0,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40115,1,2,0,62,9,0,0,0,24,10,11,1,25,2,0,12,12,1,0,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40116,1,2,0,62,9,0,0,0,24,10,10,1,25,2,0,12,0,1,17,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40117,1,2,0,62,9,0,0,0,24,10,9,1,25,2,0,12,0,1,17,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40118,1,2,0,62,9,0,0,0,24,10,11,1,25,2,0,12,0,1,17,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40119,1,2,0,62,9,0,0,0,24,10,10,1,25,2,0,12,13,1,0,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40120,1,2,0,62,9,0,0,0,24,10,9,1,25,2,0,12,13,1,0,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40121,1,2,0,62,9,0,0,0,24,10,11,1,25,2,0,12,13,1,0,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40122,1,2,0,62,9,0,0,0,24,10,10,1,25,2,0,12,0,1,18,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40123,1,2,0,62,9,0,0,0,24,10,9,1,25,2,0,12,0,1,18,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40124,1,2,0,62,9,0,0,0,24,10,11,1,25,2,0,12,0,1,18,1,0,1,0,1,0,fire|word,T4_b_fire|T4_b_word,fire|word,T4_s_fire|T4_s_word,fire|word,T4_f_fire|T4_f_word
40125,1,1,0,177,6,0,0,0,2,3,1,10,10,2,1,3,0,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40126,1,1,0,177,6,0,0,0,2,3,1,10,9,2,1,3,0,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40127,1,1,0,177,6,0,0,0,2,3,1,10,11,2,1,3,0,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40128,1,1,0,165,6,0,0,0,2,3,1,10,10,2,0,3,12,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40129,1,1,0,165,6,0,0,0,2,3,1,10,9,2,0,3,12,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40130,1,1,0,165,6,0,0,0,2,3,1,10,11,2,0,3,12,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40131,1,1,0,165,6,0,0,0,2,3,1,10,10,2,0,3,0,1,17,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40132,1,1,0,165,6,0,0,0,2,3,1,10,9,2,0,3,0,1,17,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40133,1,1,0,165,6,0,0,0,2,3,1,10,11,2,0,3,0,1,17,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40134,1,1,0,165,6,0,0,0,2,3,1,10,10,2,0,3,13,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40135,1,1,0,165,6,0,0,0,2,3,1,10,9,2,0,3,13,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40136,1,1,0,165,6,0,0,0,2,3,1,10,11,2,0,3,13,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40137,1,1,0,165,6,0,0,0,2,3,1,10,10,2,0,3,0,1,18,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40138,1,1,0,165,6,0,0,0,2,3,1,10,9,2,0,3,0,1,18,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40139,1,1,0,165,6,0,0,0,2,3,1,10,11,2,0,3,0,1,18,1,0,0.01,0,0.05,0,sword01,T7_b_sword02,sword01,T7_s_sword02,sword01,T7_f_sword02
40140,1,1,0,138,6,0,0,0,2,3,1,4,10,3,1,3,0,1,0,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40141,1,1,0,138,6,0,0,0,2,3,1,4,9,3,1,3,0,1,0,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40142,1,1,0,138,6,0,0,0,2,3,1,4,11,3,1,3,0,1,0,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40143,1,1,0,126,6,0,0,0,2,3,1,4,10,3,0,3,12,1,0,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40144,1,1,0,126,6,0,0,0,2,3,1,4,9,3,0,3,12,1,0,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40145,1,1,0,126,6,0,0,0,2,3,1,4,11,3,0,3,12,1,0,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40146,1,1,0,126,6,0,0,0,2,3,1,4,10,3,0,3,0,1,17,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40147,1,1,0,126,6,0,0,0,2,3,1,4,9,3,0,3,0,1,17,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40148,1,1,0,126,6,0,0,0,2,3,1,4,11,3,0,3,0,1,17,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40149,1,1,0,126,6,0,0,0,2,3,1,4,10,3,0,3,13,1,0,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40150,1,1,0,126,6,0,0,0,2,3,1,4,9,3,0,3,13,1,0,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40151,1,1,0,126,6,0,0,0,2,3,1,4,11,3,0,3,13,1,0,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40152,1,1,0,126,6,0,0,0,2,3,1,4,10,3,0,3,0,1,18,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40153,1,1,0,126,6,0,0,0,2,3,1,4,9,3,0,3,0,1,18,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40154,1,1,0,126,6,0,0,0,2,3,1,4,11,3,0,3,0,1,18,1,0,0.01,0,0.05,50,sword01,T2_b_sword04,sword01,T2_s_sword04,sword01,T2_f_sword04
40155,1,1,0,122,6,0,0,0,2,3,1,4,10,2,1,5,0,1,0,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40156,1,1,0,122,6,0,0,0,2,3,1,4,9,2,1,5,0,1,0,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40157,1,1,0,122,6,0,0,0,2,3,1,4,11,2,1,5,0,1,0,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40158,1,1,0,92,6,0,0,0,2,3,1,4,10,2,0,5,12,1,0,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40159,1,1,0,92,6,0,0,0,2,3,1,4,9,2,0,5,12,1,0,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40160,1,1,0,92,6,0,0,0,2,3,1,4,11,2,0,5,12,1,0,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40161,1,1,0,92,6,0,0,0,2,3,1,4,10,2,0,5,0,1,17,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40162,1,1,0,92,6,0,0,0,2,3,1,4,9,2,0,5,0,1,17,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40163,1,1,0,92,6,0,0,0,2,3,1,4,11,2,0,5,0,1,17,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40164,1,1,0,92,6,0,0,0,2,3,1,4,10,2,0,5,13,1,0,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40165,1,1,0,92,6,0,0,0,2,3,1,4,9,2,0,5,13,1,0,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40166,1,1,0,92,6,0,0,0,2,3,1,4,11,2,0,5,13,1,0,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40167,1,1,0,92,6,0,0,0,2,3,1,4,10,2,0,5,0,1,18,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40168,1,1,0,92,6,0,0,0,2,3,1,4,9,2,0,5,0,1,18,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40169,1,1,0,92,6,0,0,0,2,3,1,4,11,2,0,5,0,1,18,1,0,0.01,0,0.05,50,sword01,T3_b_sword05,sword01,T3_s_sword05,sword01,T3_f_sword05
40170,1,1,0,132,6,0,0,0,2,3,1,5,10,2,1,3,0,1,0,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40171,1,1,0,132,6,0,0,0,2,3,1,5,9,2,1,3,0,1,0,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40172,1,1,0,132,6,0,0,0,2,3,1,5,11,2,1,3,0,1,0,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40173,1,1,0,120,6,0,0,0,2,3,1,5,10,2,0,3,12,1,0,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40174,1,1,0,120,6,0,0,0,2,3,1,5,9,2,0,3,12,1,0,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40175,1,1,0,120,6,0,0,0,2,3,1,5,11,2,0,3,12,1,0,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40176,1,1,0,120,6,0,0,0,2,3,1,5,10,2,0,3,0,1,17,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40177,1,1,0,120,6,0,0,0,2,3,1,5,9,2,0,3,0,1,17,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40178,1,1,0,120,6,0,0,0,2,3,1,5,11,2,0,3,0,1,17,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40179,1,1,0,120,6,0,0,0,2,3,1,5,10,2,0,3,13,1,0,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40180,1,1,0,120,6,0,0,0,2,3,1,5,9,2,0,3,13,1,0,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40181,1,1,0,120,6,0,0,0,2,3,1,5,11,2,0,3,13,1,0,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40182,1,1,0,120,6,0,0,0,2,3,1,5,10,2,0,3,0,1,18,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40183,1,1,0,120,6,0,0,0,2,3,1,5,9,2,0,3,0,1,18,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40184,1,1,0,120,6,0,0,0,2,3,1,5,11,2,0,3,0,1,18,1,0,0.01,0,0.05,50,sword01,T1_b_sword01,sword01,T1_s_sword01,sword01,T1_f_sword01
40185,1,1,0,179,6,0,0,0,2,5,1,8,10,2,1,3,0,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40186,1,1,0,179,6,0,0,0,2,5,1,8,9,2,1,3,0,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40187,1,1,0,179,6,0,0,0,2,5,1,8,11,2,1,3,0,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40188,1,1,0,167,6,0,0,0,2,5,1,8,10,2,0,3,12,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40189,1,1,0,167,6,0,0,0,2,5,1,8,9,2,0,3,12,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40190,1,1,0,167,6,0,0,0,2,5,1,8,11,2,0,3,12,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40191,1,1,0,167,6,0,0,0,2,5,1,8,10,2,0,3,0,1,17,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40192,1,1,0,167,6,0,0,0,2,5,1,8,9,2,0,3,0,1,17,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40193,1,1,0,167,6,0,0,0,2,5,1,8,11,2,0,3,0,1,17,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40194,1,1,0,167,6,0,0,0,2,5,1,8,10,2,0,3,13,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40195,1,1,0,167,6,0,0,0,2,5,1,8,9,2,0,3,13,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40196,1,1,0,167,6,0,0,0,2,5,1,8,11,2,0,3,13,1,0,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40197,1,1,0,167,6,0,0,0,2,5,1,8,10,2,0,3,0,1,18,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40198,1,1,0,167,6,0,0,0,2,5,1,8,9,2,0,3,0,1,18,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40199,1,1,0,167,6,0,0,0,2,5,1,8,11,2,0,3,0,1,18,1,0,0.01,0,0.05,0,sword01,T7_b_sword03,sword01,T7_s_sword03,sword01,T7_f_sword03
40200,2,2,0,116,2,0,0,0,6,1,5,1,24,66,5,2,0,69,0,1,0,1,0,3,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T4_b_cloak2|T4_b_leg_big_right|T4_b_leg_big_left|T4_b_cloak|T4_b_arm_big_right|T4_b_arm_big_left|T4_b_chest|T4_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T4_s_arm_big_left|T4_s_leg_big_left|T4_s_cloak2|T4_s_cloak|T4_s_chest|T4_s_leg_big_right|T4_s_belt|T4_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T4_f_cloak2|T4_f_leg_big_left|T4_f_leg_big_right|T4_f_arm_big_left|T4_f_arm_big_right|T4_f_chest|T4_f_cloak|T4_f_belt
40201,2,2,0,188,2,0,0,0,6,1,5,1,24,66,0,2,24,69,0,1,0,1,0,3,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T4_b_cloak2|T4_b_leg_big_right|T4_b_leg_big_left|T4_b_cloak|T4_b_arm_big_right|T4_b_arm_big_left|T4_b_chest|T4_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T4_s_arm_big_left|T4_s_leg_big_left|T4_s_cloak2|T4_s_cloak|T4_s_chest|T4_s_leg_big_right|T4_s_belt|T4_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T4_f_cloak2|T4_f_leg_big_left|T4_f_leg_big_right|T4_f_arm_big_left|T4_f_arm_big_right|T4_f_chest|T4_f_cloak|T4_f_belt
40202,2,2,0,111,2,0,0,0,6,1,5,1,24,66,0,2,0,69,12,1,0,1,0,3,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T4_b_cloak2|T4_b_leg_big_right|T4_b_leg_big_left|T4_b_cloak|T4_b_arm_big_right|T4_b_arm_big_left|T4_b_chest|T4_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T4_s_arm_big_left|T4_s_leg_big_left|T4_s_cloak2|T4_s_cloak|T4_s_chest|T4_s_leg_big_right|T4_s_belt|T4_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T4_f_cloak2|T4_f_leg_big_left|T4_f_leg_big_right|T4_f_arm_big_left|T4_f_arm_big_right|T4_f_chest|T4_f_cloak|T4_f_belt
